"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100a9",0,4.72735314924918,0.991,0.819,0,"Neutrophils","S100a9"
"S100a8",0,4.672376860587,0.995,0.789,0,"Neutrophils","S100a8"
"Retnlg",0,4.26635817268535,0.63,0.183,0,"Neutrophils","Retnlg"
"Cxcl2",0,3.7143954326207,0.725,0.175,0,"Neutrophils","Cxcl2"
"Ngp",0,3.65957671392717,0.407,0.171,0,"Neutrophils","Ngp"
"Lcn2",0,3.46453115750925,0.713,0.13,0,"Neutrophils","Lcn2"
"Il1b",0,2.98692642666872,0.751,0.242,0,"Neutrophils","Il1b"
"Wfdc21",0,2.96412348283778,0.627,0.064,0,"Neutrophils","Wfdc21"
"Slpi",0,2.76698748613517,0.853,0.113,0,"Neutrophils","Slpi"
"Mmp9",0,2.69767252364965,0.802,0.049,0,"Neutrophils","Mmp9"
"Hdc",0,2.64605277387532,0.897,0.051,0,"Neutrophils","Hdc"
"Cxcr2",0,2.6240948888381,0.846,0.027,0,"Neutrophils","Cxcr2"
"G0s2",0,2.40202195770272,0.639,0.045,0,"Neutrophils","G0s2"
"Mmp8",0,2.34103726112995,0.456,0.058,0,"Neutrophils","Mmp8"
"Pglyrp1",0,2.31918831035874,0.694,0.165,0,"Neutrophils","Pglyrp1"
"Lrg1",0,2.27499974816729,0.714,0.046,0,"Neutrophils","Lrg1"
"Mxd1",0,2.1351830908515,0.909,0.309,0,"Neutrophils","Mxd1"
"Clec4e",0,2.12467840563769,0.741,0.116,0,"Neutrophils","Clec4e"
"Hp",0,2.12275887173241,0.814,0.163,0,"Neutrophils","Hp"
"Msrb1",0,2.07677163301034,0.953,0.421,0,"Neutrophils","Msrb1"
"Dusp1",0,2.07260177540364,0.833,0.513,0,"Neutrophils","Dusp1"
"Tnfaip2",0,1.98070561305508,0.78,0.232,0,"Neutrophils","Tnfaip2"
"Clec4d",0,1.97685153452512,0.747,0.132,0,"Neutrophils","Clec4d"
"Srgn",0,1.95179435416086,0.92,0.843,0,"Neutrophils","Srgn"
"Ifitm6",0,1.95066119515652,0.503,0.115,0,"Neutrophils","Ifitm6"
"S100a11",0,1.94498360254245,0.955,0.612,0,"Neutrophils","S100a11"
"Csf3r",0,1.82454849557155,0.918,0.476,0,"Neutrophils","Csf3r"
"S100a6",0,1.82113500145761,0.913,0.576,0,"Neutrophils","S100a6"
"Slfn4",0,1.80936312594383,0.616,0.087,0,"Neutrophils","Slfn4"
"Anxa1",0,1.80285252597333,0.571,0.212,0,"Neutrophils","Anxa1"
"Ccr1",0,1.78543019878965,0.848,0.23,0,"Neutrophils","Ccr1"
"Il1r2",0,1.75909560897459,0.66,0.092,0,"Neutrophils","Il1r2"
"Gsr",0,1.75565140704789,0.858,0.287,0,"Neutrophils","Gsr"
"Gda",0,1.71881715525693,0.76,0.146,0,"Neutrophils","Gda"
"Slc7a11",0,1.68963654620993,0.531,0.074,0,"Neutrophils","Slc7a11"
"Cebpb",0,1.61345914264854,0.961,0.7,0,"Neutrophils","Cebpb"
"Mcemp1",0,1.59543408029037,0.769,0.168,0,"Neutrophils","Mcemp1"
"Lilr4b",0,1.59324359540203,0.772,0.221,0,"Neutrophils","Lilr4b"
"Asprv1",0,1.58681393135532,0.388,0.013,0,"Neutrophils","Asprv1"
"Pim1",0,1.58026040188792,0.787,0.498,0,"Neutrophils","Pim1"
"Trem1",0,1.55886832375896,0.646,0.044,0,"Neutrophils","Trem1"
"Neat1",0,1.54079626500746,0.907,0.603,0,"Neutrophils","Neat1"
"Grina",0,1.49988858541203,0.937,0.598,0,"Neutrophils","Grina"
"Ifitm2",0,1.47828396776227,0.923,0.455,0,"Neutrophils","Ifitm2"
"Sorl1",0,1.43849179373709,0.869,0.431,0,"Neutrophils","Sorl1"
"Pygl",0,1.41990747842508,0.711,0.175,0,"Neutrophils","Pygl"
"Cd24a",0,1.41756444269791,0.719,0.099,0,"Neutrophils","Cd24a"
"Il1f9",0,1.40864641663265,0.492,0.009,0,"Neutrophils","Il1f9"
"Lyst",0,1.4076096755544,0.848,0.378,0,"Neutrophils","Lyst"
"Cd300lf",0,1.37320555369743,0.777,0.274,0,"Neutrophils","Cd300lf"
"Cd300ld",0,1.37165319925944,0.605,0.103,0,"Neutrophils","Cd300ld"
"Adam8",0,1.35549983904891,0.62,0.144,0,"Neutrophils","Adam8"
"Pilra",0,1.34633431078845,0.714,0.194,0,"Neutrophils","Pilra"
"Ly6g",0,1.34490456950519,0.374,0.011,0,"Neutrophils","Ly6g"
"Cd44",0,1.33855524849398,0.861,0.417,0,"Neutrophils","Cd44"
"Trim30b",0,1.322768726157,0.587,0.094,0,"Neutrophils","Trim30b"
"Mcl1",0,1.31169705545124,0.966,0.858,0,"Neutrophils","Mcl1"
"Tpd52",0,1.30141062362504,0.802,0.512,0,"Neutrophils","Tpd52"
"Txn1",0,1.29901147153251,0.91,0.699,0,"Neutrophils","Txn1"
"AC110211.1",0,1.2972043058183,0.519,0.03,0,"Neutrophils","AC110211.1"
"Slfn1",0,1.2947441779135,0.744,0.292,0,"Neutrophils","Slfn1"
"Cd177",0,1.29203939513875,0.352,0.024,0,"Neutrophils","Cd177"
"Rnf149",0,1.2843734467695,0.806,0.532,0,"Neutrophils","Rnf149"
"Cebpd",0,1.2805507023477,0.75,0.356,0,"Neutrophils","Cebpd"
"H2-Q10",0,1.26562472772597,0.454,0.103,0,"Neutrophils","H2-Q10"
"Chil1",0,1.26235285068274,0.537,0.029,0,"Neutrophils","Chil1"
"Trib1",0,1.25700670645869,0.724,0.303,0,"Neutrophils","Trib1"
"Ets2",0,1.24885824041021,0.552,0.126,0,"Neutrophils","Ets2"
"Fbxl5",0,1.21830724772968,0.653,0.293,0,"Neutrophils","Fbxl5"
"Iqgap1",0,1.18711843294906,0.928,0.594,0,"Neutrophils","Iqgap1"
"F630028O10Rik",0,1.18476851684757,0.493,0.05,0,"Neutrophils","F630028O10Rik"
"Stk17b",0,1.1737004835671,0.805,0.534,0,"Neutrophils","Stk17b"
"2810474O19Rik",0,1.16447693668422,0.8,0.641,0,"Neutrophils","2810474O19Rik"
"2310001H17Rik",0,1.16443964512377,0.655,0.213,0,"Neutrophils","2310001H17Rik"
"Nudt4",0,1.1622685269403,0.714,0.278,0,"Neutrophils","Nudt4"
"Trem3",0,1.16123247590138,0.546,0.037,0,"Neutrophils","Trem3"
"Fpr2",0,1.13588294609127,0.518,0.049,0,"Neutrophils","Fpr2"
"Nfam1",0,1.12716195330057,0.781,0.413,0,"Neutrophils","Nfam1"
"Tmcc1",0,1.12237925973719,0.624,0.38,0,"Neutrophils","Tmcc1"
"Anxa2",0,1.11967242169095,0.833,0.451,0,"Neutrophils","Anxa2"
"Gadd45a",0,1.11899844833173,0.503,0.065,0,"Neutrophils","Gadd45a"
"Lcp1",0,1.11744472690704,0.95,0.86,0,"Neutrophils","Lcp1"
"Fgr",0,1.11324339286136,0.698,0.237,0,"Neutrophils","Fgr"
"Alox5ap",0,1.10406771210193,0.877,0.578,0,"Neutrophils","Alox5ap"
"Litaf",0,1.09987981800467,0.768,0.447,0,"Neutrophils","Litaf"
"Rdh12",0,1.09580778681533,0.427,0.028,0,"Neutrophils","Rdh12"
"Actn1",0,1.06901882774352,0.609,0.16,0,"Neutrophils","Actn1"
"C5ar1",0,1.06404065975637,0.693,0.253,0,"Neutrophils","C5ar1"
"Ncf2",0,1.0397492293257,0.795,0.5,0,"Neutrophils","Ncf2"
"Ankrd33b",0,1.03669230595878,0.413,0.023,0,"Neutrophils","Ankrd33b"
"Taldo1",0,1.03398894727497,0.769,0.72,0,"Neutrophils","Taldo1"
"Dhrs7",0,1.0181142419368,0.613,0.364,0,"Neutrophils","Dhrs7"
"Adipor1",0,1.01132576059289,0.778,0.493,0,"Neutrophils","Adipor1"
"Prdx5",0,0.991438337710336,0.937,0.766,0,"Neutrophils","Prdx5"
"Vasp",0,0.97967157686057,0.863,0.686,0,"Neutrophils","Vasp"
"Map1lc3b",0,0.955158706344646,0.878,0.715,0,"Neutrophils","Map1lc3b"
"Padi4",0,0.922892387158927,0.405,0.014,0,"Neutrophils","Padi4"
"Fpr1",0,0.88590723469974,0.397,0.016,0,"Neutrophils","Fpr1"
"Ostf1",0,0.770066131761014,0.893,0.778,0,"Neutrophils","Ostf1"
"Rps27a",0,-0.784787954010977,0.89,0.978,0,"Neutrophils","Rps27a"
"Rps25",0,-0.828973700880668,0.828,0.951,0,"Neutrophils","Rps25"
"Rpl37",0,-0.913419566571864,0.91,0.973,0,"Neutrophils","Rpl37"
"Tpt1",0,-0.961386773181569,0.977,0.986,0,"Neutrophils","Tpt1"
"Eef1g",0,-0.9796823675807,0.201,0.785,0,"Neutrophils","Eef1g"
"Rpl36al",0,-0.986191765363717,0.23,0.816,0,"Neutrophils","Rpl36al"
"Rpl41",0,-0.99576668845592,0.95,0.975,0,"Neutrophils","Rpl41"
"Ppib",0,-0.997166367638392,0.369,0.873,0,"Neutrophils","Ppib"
"Nsa2",0,-1.00009103068713,0.223,0.793,0,"Neutrophils","Nsa2"
"mt-Nd5",0,-1.0342641148062,0.279,0.851,0,"Neutrophils","mt-Nd5"
"Rpl13a",0,-1.05304800564657,0.242,0.812,0,"Neutrophils","Rpl13a"
"Eef2",0,-1.05329156343578,0.486,0.917,0,"Neutrophils","Eef2"
"Rpl9",0,-1.06048082726965,0.849,0.961,0,"Neutrophils","Rpl9"
"Atp5g2",0,-1.06636227922609,0.268,0.86,0,"Neutrophils","Atp5g2"
"Selenow",0,-1.07590854627423,0.093,0.705,0,"Neutrophils","Selenow"
"Hspe1",0,-1.07715404116154,0.142,0.789,0,"Neutrophils","Hspe1"
"Hspa8",0,-1.09148083475843,0.727,0.967,0,"Neutrophils","Hspa8"
"Rpl22l1",0,-1.11076154062467,0.212,0.787,0,"Neutrophils","Rpl22l1"
"Rpl17",0,-1.11491086922066,0.863,0.97,0,"Neutrophils","Rpl17"
"Rplp2",0,-1.13682294184482,0.878,0.975,0,"Neutrophils","Rplp2"
"Naca",0,-1.14501601353719,0.472,0.922,0,"Neutrophils","Naca"
"Pycard",0,-1.14539992339179,0.236,0.8,0,"Neutrophils","Pycard"
"Rpl23a",0,-1.15014938188596,0.659,0.951,0,"Neutrophils","Rpl23a"
"Rps17",0,-1.16133388535128,0.423,0.917,0,"Neutrophils","Rps17"
"Mbnl1",0,-1.17211378277156,0.34,0.895,0,"Neutrophils","Mbnl1"
"Rps16",0,-1.17641855843242,0.917,0.973,0,"Neutrophils","Rps16"
"Ppia",0,-1.17952987298001,0.539,0.964,0,"Neutrophils","Ppia"
"mt-Co1",0,-1.18335603402929,0.904,0.984,0,"Neutrophils","mt-Co1"
"Uba52",0,-1.19719595336668,0.491,0.908,0,"Neutrophils","Uba52"
"Eef1b2",0,-1.19920242259577,0.52,0.926,0,"Neutrophils","Eef1b2"
"Rpl35a",0,-1.20153021091076,0.878,0.978,0,"Neutrophils","Rpl35a"
"Rpl29",0,-1.23119570986873,0.519,0.927,0,"Neutrophils","Rpl29"
"Rps26",0,-1.23272230524884,0.707,0.955,0,"Neutrophils","Rps26"
"Rps10",0,-1.23403207689467,0.876,0.971,0,"Neutrophils","Rps10"
"Rps29",0,-1.23699652520996,0.959,0.989,0,"Neutrophils","Rps29"
"mt-Co2",0,-1.24311770407136,0.829,0.978,0,"Neutrophils","mt-Co2"
"mt-Nd4",0,-1.24676717712698,0.646,0.959,0,"Neutrophils","mt-Nd4"
"Rpl18a",0,-1.24941575815552,0.886,0.974,0,"Neutrophils","Rpl18a"
"Rps12",0,-1.25670569177931,0.873,0.975,0,"Neutrophils","Rps12"
"Rps15",0,-1.26391051714072,0.662,0.959,0,"Neutrophils","Rps15"
"Hsp90b1",0,-1.26633749018689,0.334,0.872,0,"Neutrophils","Hsp90b1"
"Rpl8",0,-1.27513661491685,0.708,0.964,0,"Neutrophils","Rpl8"
"Rps14",0,-1.27704082450368,0.871,0.974,0,"Neutrophils","Rps14"
"Rpl37a",0,-1.27972397620364,0.902,0.977,0,"Neutrophils","Rpl37a"
"Rps3",0,-1.28325686702795,0.781,0.963,0,"Neutrophils","Rps3"
"Ptma",0,-1.28333383492921,0.468,0.957,0,"Neutrophils","Ptma"
"Rpl38",0,-1.28408245696585,0.773,0.966,0,"Neutrophils","Rpl38"
"mt-Nd2",0,-1.28715973794998,0.495,0.947,0,"Neutrophils","mt-Nd2"
"mt-Cytb",0,-1.28778334858278,0.655,0.961,0,"Neutrophils","mt-Cytb"
"Rps13",0,-1.28891691837793,0.836,0.973,0,"Neutrophils","Rps13"
"Rpl18",0,-1.29224472669528,0.764,0.965,0,"Neutrophils","Rpl18"
"Rpl34",0,-1.29676790206002,0.85,0.965,0,"Neutrophils","Rpl34"
"Rpl21",0,-1.30134106127955,0.753,0.966,0,"Neutrophils","Rpl21"
"Rps21",0,-1.3040979925592,0.868,0.974,0,"Neutrophils","Rps21"
"Rpl7",0,-1.30550779716882,0.667,0.96,0,"Neutrophils","Rpl7"
"mt-Co3",0,-1.30577941997931,0.856,0.984,0,"Neutrophils","mt-Co3"
"Rps6",0,-1.31161220060552,0.58,0.951,0,"Neutrophils","Rps6"
"Rpl14",0,-1.32386097021529,0.472,0.937,0,"Neutrophils","Rpl14"
"Rgs10",0,-1.32676857317921,0.165,0.771,0,"Neutrophils","Rgs10"
"Rpl28",0,-1.32966024392766,0.74,0.964,0,"Neutrophils","Rpl28"
"Rpl24",0,-1.3307669027366,0.678,0.956,0,"Neutrophils","Rpl24"
"Rpl7a",0,-1.3339442230721,0.5,0.938,0,"Neutrophils","Rpl7a"
"Rpl23",0,-1.33715498985912,0.889,0.979,0,"Neutrophils","Rpl23"
"Rpl22",0,-1.34449609776843,0.542,0.95,0,"Neutrophils","Rpl22"
"Hsp90ab1",0,-1.36110840539988,0.528,0.96,0,"Neutrophils","Hsp90ab1"
"Npm1",0,-1.36229381203785,0.221,0.886,0,"Neutrophils","Npm1"
"Rps28",0,-1.36461151741064,0.653,0.957,0,"Neutrophils","Rps28"
"mt-Atp6",0,-1.36499351771993,0.84,0.984,0,"Neutrophils","mt-Atp6"
"Rpl30",0,-1.38776889111133,0.824,0.975,0,"Neutrophils","Rpl30"
"Rpl4",0,-1.40347614990353,0.33,0.913,0,"Neutrophils","Rpl4"
"Rpl10",0,-1.40451835227062,0.687,0.96,0,"Neutrophils","Rpl10"
"Rpl26",0,-1.40893056341448,0.714,0.964,0,"Neutrophils","Rpl26"
"Irf8",0,-1.412201632087,0.1,0.706,0,"Neutrophils","Irf8"
"Rpl27a",0,-1.41640156733057,0.855,0.973,0,"Neutrophils","Rpl27a"
"mt-Nd1",0,-1.42279870365246,0.431,0.942,0,"Neutrophils","mt-Nd1"
"Rps3a1",0,-1.42505046677974,0.793,0.973,0,"Neutrophils","Rps3a1"
"Rps8",0,-1.42837288978243,0.8,0.979,0,"Neutrophils","Rps8"
"Rpl11",0,-1.45845442649406,0.681,0.964,0,"Neutrophils","Rpl11"
"Rpl6",0,-1.46974018278221,0.661,0.963,0,"Neutrophils","Rpl6"
"Rpl35",0,-1.47670741929262,0.512,0.937,0,"Neutrophils","Rpl35"
"Rpl36",0,-1.48115619328037,0.632,0.961,0,"Neutrophils","Rpl36"
"Rps23",0,-1.48641173410308,0.79,0.974,0,"Neutrophils","Rps23"
"Rpl5",0,-1.48647685253662,0.561,0.953,0,"Neutrophils","Rpl5"
"Rplp0",0,-1.49037823981482,0.702,0.963,0,"Neutrophils","Rplp0"
"Rpl36a",0,-1.51438327460423,0.361,0.929,0,"Neutrophils","Rpl36a"
"Rpl39",0,-1.53695034441821,0.812,0.973,0,"Neutrophils","Rpl39"
"Rpl15",0,-1.54923530009634,0.52,0.953,0,"Neutrophils","Rpl15"
"Rpl19",0,-1.55341320682532,0.788,0.976,0,"Neutrophils","Rpl19"
"Rps2",0,-1.56306364599017,0.537,0.949,0,"Neutrophils","Rps2"
"Rack1",0,-1.56606734409854,0.505,0.952,0,"Neutrophils","Rack1"
"Rps11",0,-1.56863988796812,0.762,0.974,0,"Neutrophils","Rps11"
"Rplp1",0,-1.57772614439031,0.888,0.982,0,"Neutrophils","Rplp1"
"Rps7",0,-1.58549119981739,0.667,0.958,0,"Neutrophils","Rps7"
"Rps5",0,-1.59175684643855,0.605,0.958,0,"Neutrophils","Rps5"
"Rps19",0,-1.60271917296192,0.626,0.967,0,"Neutrophils","Rps19"
"Eef1a1",0,-1.60985173714473,0.821,0.986,0,"Neutrophils","Eef1a1"
"Rpl13",0,-1.6522047426617,0.79,0.982,0,"Neutrophils","Rpl13"
"Rpl32",0,-1.72987080324908,0.664,0.972,0,"Neutrophils","Rpl32"
"Rps24",0,-1.75722125638001,0.843,0.985,0,"Neutrophils","Rps24"
"Rps15a",0,-1.76015138279955,0.676,0.969,0,"Neutrophils","Rps15a"
"Rpsa",0,-1.76840340933399,0.587,0.967,0,"Neutrophils","Rpsa"
"Rps4x",0,-1.79888173552095,0.564,0.968,0,"Neutrophils","Rps4x"
"Rpl10a",0,-1.80616249854335,0.342,0.95,0,"Neutrophils","Rpl10a"
"Rpl12",0,-1.80734073643592,0.444,0.955,0,"Neutrophils","Rpl12"
"Rps20",0,-1.83056798600756,0.585,0.971,0,"Neutrophils","Rps20"
"Rps18",0,-1.88082196520587,0.469,0.958,0,"Neutrophils","Rps18"
"Rpl3",0,-1.88449152215211,0.339,0.95,0,"Neutrophils","Rpl3"
"Gpsm3",9.88131291682493e-324,0.713200051979167,0.768,0.663,1.75314253770308e-319,"Neutrophils","Gpsm3"
"Ms4a6b",2.47032822920623e-323,-1.17235896624719,0.066,0.641,4.3828563442577e-319,"Neutrophils","Ms4a6b"
"Plaur",8.89318162514244e-323,1.23414071989227,0.53,0.128,1.57782828393277e-318,"Neutrophils","Plaur"
"Pdia3",1.03753785626662e-322,-1.07006474356677,0.277,0.814,1.84079966458823e-318,"Neutrophils","Pdia3"
"Emilin2",2.47032822920623e-322,1.20929072068542,0.624,0.194,4.3828563442577e-318,"Neutrophils","Emilin2"
"Mrgpra2b",4.39718424798709e-322,0.766844008029447,0.33,0.004,7.8014842927787e-318,"Neutrophils","Mrgpra2b"
"Ptgs2",4.69362363549184e-322,1.97513891711028,0.414,0.049,8.32742705408963e-318,"Neutrophils","Ptgs2"
"Pgd",1.76875501211166e-321,0.820956951916442,0.664,0.449,3.13812514248851e-317,"Neutrophils","Pgd"
"Gsn",5.58244773236024e-320,1.04440794132245,0.674,0.26,9.90437876675355e-316,"Neutrophils","Gsn"
"Snx5",4.18720140784811e-318,-0.944829559166587,0.102,0.68,7.42893273780411e-314,"Neutrophils","Snx5"
"H3f3a",2.58207896137648e-317,0.725554431635212,0.971,0.925,4.58112449327415e-313,"Neutrophils","H3f3a"
"Cd48",2.69335292019849e-317,-0.845158360925967,0.075,0.652,4.77854675101617e-313,"Neutrophils","Cd48"
"Rpl31",3.18572293274321e-317,-1.00713565859591,0.476,0.891,5.65210962727301e-313,"Neutrophils","Rpl31"
"Krtcap2",2.70775093184303e-316,-0.883612283277723,0.141,0.725,4.80409170327591e-312,"Neutrophils","Krtcap2"
"Dhrs9",1.63478689240486e-314,0.732540313795837,0.325,0.006,2.90043890450471e-310,"Neutrophils","Dhrs9"
"Prdx1",1.96064018505503e-313,-0.872715896481567,0.186,0.765,3.47856781632463e-309,"Neutrophils","Prdx1"
"Gcnt2",2.57682573117461e-313,1.09197246275204,0.544,0.269,4.57180421225e-309,"Neutrophils","Gcnt2"
"Rpl27",1.26947921637501e-311,-1.03949620649358,0.503,0.892,2.25231002569253e-307,"Neutrophils","Rpl27"
"Slc2a3",1.57528877860859e-311,1.02162810453492,0.467,0.072,2.79487735100736e-307,"Neutrophils","Slc2a3"
"Cdk2ap2",2.5853532250741e-310,1.18090833989161,0.781,0.625,4.58693369192646e-306,"Neutrophils","Cdk2ap2"
"Aldh2",3.92177193579398e-309,0.80850400566871,0.426,0.314,6.95800776848569e-305,"Neutrophils","Aldh2"
"Snrpf",2.69976479979584e-308,-0.91445363043222,0.133,0.704,4.78992270779779e-304,"Neutrophils","Snrpf"
"R3hdm4",4.93130954876049e-308,0.746753099841085,0.525,0.387,8.74912940141086e-304,"Neutrophils","R3hdm4"
"Eif3e",1.01306381521443e-307,-0.900403054555902,0.127,0.696,1.79737782095344e-303,"Neutrophils","Eif3e"
"Slc16a3",3.63137687955607e-307,1.09615562098326,0.66,0.306,6.44278885970838e-303,"Neutrophils","Slc16a3"
"Camp",3.71249501920355e-307,3.55698020237811,0.363,0.207,6.58670866307094e-303,"Neutrophils","Camp"
"Tkt",9.46502102244455e-307,0.582128537657474,0.504,0.57,1.67928402980211e-302,"Neutrophils","Tkt"
"Ier3",8.09947326088916e-306,2.03871535067912,0.59,0.283,1.43700854594695e-301,"Neutrophils","Ier3"
"Npc2",1.33355008604147e-304,-1.19784799211165,0.485,0.897,2.36598456265477e-300,"Neutrophils","Npc2"
"Hint1",6.12914540861957e-304,-0.882981149245417,0.239,0.801,1.08743297839728e-299,"Neutrophils","Hint1"
"Bin1",3.73948276349398e-303,-1.17879626110265,0.102,0.664,6.63459031899102e-299,"Neutrophils","Bin1"
"mt-Nd4l",5.92790755489653e-303,-0.916106288138991,0.241,0.792,1.05172935838974e-298,"Neutrophils","mt-Nd4l"
"Dad1",9.1207287004545e-303,-0.775107809944051,0.208,0.776,1.61819968603464e-298,"Neutrophils","Dad1"
"Nfkbia",5.9876860266858e-302,1.62209997177616,0.839,0.693,1.06233525485459e-297,"Neutrophils","Nfkbia"
"Plekho1",4.15391181864335e-301,-1.0245886077029,0.071,0.629,7.36987034863703e-297,"Neutrophils","Plekho1"
"Acod1",2.64056916861249e-300,2.01237384106366,0.434,0.095,4.68489781895228e-296,"Neutrophils","Acod1"
"Serbp1",6.99417719137459e-300,-0.862334661173379,0.318,0.848,1.24090691729368e-295,"Neutrophils","Serbp1"
"Adpgk",2.10771098333799e-299,1.04694863103091,0.352,0.143,3.73950082663827e-295,"Neutrophils","Adpgk"
"Ckap4",2.30444083994031e-299,0.903163509554639,0.455,0.156,4.08853893822211e-295,"Neutrophils","Ckap4"
"Ssr4",1.88157112319296e-298,-0.905987423199847,0.268,0.798,3.33828348676895e-294,"Neutrophils","Ssr4"
"Prr13",6.88485405138588e-297,0.839777557056033,0.667,0.606,1.22151080579688e-292,"Neutrophils","Prr13"
"mt-Nd3",2.16849359145753e-295,-0.876809755866185,0.236,0.786,3.84734132996395e-291,"Neutrophils","mt-Nd3"
"Calr",2.22526482506409e-292,-1.14538890224155,0.358,0.839,3.9480648526287e-288,"Neutrophils","Calr"
"B430306N03Rik",1.49244206671608e-291,0.87178298480467,0.512,0.123,2.64789071476767e-287,"Neutrophils","B430306N03Rik"
"Tubb5",5.89717167923484e-289,-0.957723454213744,0.17,0.732,1.04627619932984e-284,"Neutrophils","Tubb5"
"Xist",7.9292553443327e-289,-1.37933570958364,0.272,0.788,1.40680848319151e-284,"Neutrophils","Xist"
"Prdx2",2.15330360506091e-288,-0.786907076745329,0.09,0.643,3.82039125609907e-284,"Neutrophils","Prdx2"
"Ppp1r2",2.7774513792132e-288,0.815210196010764,0.613,0.351,4.92775423700007e-284,"Neutrophils","Ppp1r2"
"Pira2",6.31071639626349e-288,0.896923986793741,0.505,0.119,1.11964730302507e-283,"Neutrophils","Pira2"
"Arg2",1.04757866429729e-286,0.958062726125017,0.454,0.091,1.85861406619625e-282,"Neutrophils","Arg2"
"Ly86",4.48787151836312e-286,-2.03218361769979,0.181,0.698,7.96238164787984e-282,"Neutrophils","Ly86"
"Ccr5",7.77727586807691e-286,-1.14456810797763,0.076,0.618,1.37984428451421e-281,"Neutrophils","Ccr5"
"Ier2",1.07850518625267e-285,1.06147214017091,0.795,0.543,1.91348390144948e-281,"Neutrophils","Ier2"
"AW112010",1.15472056383776e-285,-1.87227433878603,0.175,0.716,2.04870522436096e-281,"Neutrophils","AW112010"
"Eef1d",1.43206555440827e-285,-0.768598774124753,0.222,0.773,2.54077070663116e-281,"Neutrophils","Eef1d"
"Pxn",6.33064519754423e-284,0.816194226259288,0.642,0.33,1.1231830709483e-279,"Neutrophils","Pxn"
"Osm",9.14762745417246e-284,1.40259230002077,0.499,0.156,1.62297206291928e-279,"Neutrophils","Osm"
"Pmepa1",9.2782509902238e-283,-1.21909383654207,0.05,0.577,1.64614729068551e-278,"Neutrophils","Pmepa1"
"Plp2",8.06280169804272e-282,0.808860581615154,0.532,0.183,1.43050227726674e-277,"Neutrophils","Plp2"
"Aif1",3.21100568079058e-280,-1.57431608383267,0.137,0.646,5.69696627885864e-276,"Neutrophils","Aif1"
"Rasgrp4",5.87855126313638e-280,0.843855588777116,0.489,0.101,1.04297256510566e-275,"Neutrophils","Rasgrp4"
"Snap23",1.03612217422616e-278,0.79489413037506,0.555,0.365,1.83828796151205e-274,"Neutrophils","Snap23"
"Tyrobp",2.03511952347499e-278,0.929413097374308,0.991,0.815,3.61070905854932e-274,"Neutrophils","Tyrobp"
"Eif3f",2.38263867499729e-278,-0.902840804587699,0.323,0.812,4.22727753718019e-274,"Neutrophils","Eif3f"
"Ncf4",1.18477232578983e-277,0.798336288369112,0.718,0.491,2.10202306041632e-273,"Neutrophils","Ncf4"
"Ccrl2",3.5061466688785e-277,1.66532990910093,0.397,0.234,6.22060541992424e-273,"Neutrophils","Ccrl2"
"Maf",1.66950920522382e-276,-1.22905640189459,0.096,0.634,2.9620432319081e-272,"Neutrophils","Maf"
"Syne1",1.69946941123822e-275,1.06216054863548,0.391,0.107,3.01519862941886e-271,"Neutrophils","Syne1"
"Ndufc2",7.2555941808143e-275,-0.79939564425854,0.142,0.683,1.28728751956007e-270,"Neutrophils","Ndufc2"
"Tmem173",3.76853480856726e-273,-0.835665923019028,0.056,0.579,6.68613445736004e-269,"Neutrophils","Tmem173"
"Lmnb1",1.06411620308214e-272,1.05954137809285,0.663,0.321,1.88795496750833e-268,"Neutrophils","Lmnb1"
"Ndel1",1.85887946585318e-272,0.877804654743995,0.568,0.289,3.2980239483167e-268,"Neutrophils","Ndel1"
"Lgals3bp",2.6661373053294e-272,-1.0547071166076,0.091,0.625,4.73026080711542e-268,"Neutrophils","Lgals3bp"
"Dock10",9.16740510349399e-269,-0.735624599382129,0.132,0.674,1.6264810134619e-264,"Neutrophils","Dock10"
"Amer2",9.72476133545755e-269,0.830034174301638,0.312,0.012,1.72536715613688e-264,"Neutrophils","Amer2"
"Ly6e",3.160671697584e-268,-0.694153573144825,0.648,0.947,5.60766372585353e-264,"Neutrophils","Ly6e"
"Nfe2",5.51994039137077e-268,0.665387776218579,0.392,0.035,9.79347824237002e-264,"Neutrophils","Nfe2"
"Nrip1",1.22238114628197e-267,-0.923521912100996,0.048,0.561,2.16874862973347e-263,"Neutrophils","Nrip1"
"Pld4",3.41974576092642e-267,-1.29805727513982,0.108,0.626,6.06731292903565e-263,"Neutrophils","Pld4"
"Mrpl33",4.94619384891454e-267,0.739537969737618,0.721,0.638,8.77553712674418e-263,"Neutrophils","Mrpl33"
"Ctss",1.16431008866674e-266,-1.88070622158854,0.618,0.899,2.06571895931253e-262,"Neutrophils","Ctss"
"Eif3h",6.50073127574555e-266,-0.861240486576023,0.268,0.779,1.15335974294278e-261,"Neutrophils","Eif3h"
"Ctsc",1.52147460187435e-265,-1.27439475239762,0.196,0.72,2.69940023864547e-261,"Neutrophils","Ctsc"
"Tmem176b",6.88544310840212e-265,-1.25887856151999,0.057,0.565,1.2216153162927e-260,"Neutrophils","Tmem176b"
"Dstn",8.43606710645261e-264,0.677448609644278,0.467,0.462,1.49672702602682e-259,"Neutrophils","Dstn"
"Il1rn",4.4996426345475e-261,1.58740668483203,0.533,0.124,7.98326596221418e-257,"Neutrophils","Il1rn"
