"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.5","seurat_clusters","SingleR.labels"
"60","Blood_Cranio_scRNAseq",3644,1288,0.109769484083425,"0","0","Neutrophils"
"61","Blood_Cranio_scRNAseq",2969,1290,0.370495116200741,"0","0","Neutrophils"
"62","Blood_Cranio_scRNAseq",3085,1048,0.324149108589951,"0","0","Neutrophils"
"63","Blood_Cranio_scRNAseq",3320,1188,0.240963855421687,"0","0","Neutrophils"
"64","Blood_Cranio_scRNAseq",6870,1563,0.276564774381368,"0","0","Neutrophils"
"65","Blood_Cranio_scRNAseq",3293,1328,0.151837230488916,"0","0","Neutrophils"
"66","Blood_Cranio_scRNAseq",4775,1520,0.146596858638743,"0","0","Neutrophils"
"67","Blood_Cranio_scRNAseq",14739,2471,1.10590949182441,"0","0","Neutrophils"
"68","Blood_Cranio_scRNAseq",3905,1375,0.409731113956466,"0","0","Neutrophils"
"69","Blood_Cranio_scRNAseq",7022,1933,0.270578182853888,"0","0","Neutrophils"
"70","Blood_Cranio_scRNAseq",2453,1104,0.0815328169588259,"0","0","Neutrophils"
"71","Blood_Cranio_scRNAseq",2573,1037,0.349786241741158,"0","0","Neutrophils"
"72","Blood_Cranio_scRNAseq",2754,1031,0.254175744371823,"0","0","Neutrophils"
"73","Blood_Cranio_scRNAseq",4113,1410,0.486263068319961,"0","0","Neutrophils"
"74","Blood_Cranio_scRNAseq",2700,1143,0.62962962962963,"0","0","Neutrophils"
"75","Blood_Cranio_scRNAseq",2371,1016,0.0421762969211303,"0","0","Neutrophils"
"76","Blood_Cranio_scRNAseq",3685,1406,0.217096336499322,"0","0","Neutrophils"
"77","Blood_Cranio_scRNAseq",4457,1500,0.358985864931568,"0","0","Neutrophils"
"78","Blood_Cranio_scRNAseq",3498,1288,0.371640937678674,"0","0","Neutrophils"
"79","Blood_Cranio_scRNAseq",2745,1232,0.400728597449909,"0","0","Neutrophils"
"80","Blood_Cranio_scRNAseq",3525,1348,0.198581560283688,"0","0","Neutrophils"
"81","Blood_Cranio_scRNAseq",3357,1135,0.446827524575514,"0","0","Neutrophils"
"82","Blood_Cranio_scRNAseq",2245,997,0.089086859688196,"0","0","Neutrophils"
"83","Blood_Cranio_scRNAseq",2968,1140,0.168463611859838,"0","0","Neutrophils"
"84","Blood_Cranio_scRNAseq",4262,1368,0.469263256687001,"0","0","Neutrophils"
"85","Blood_Cranio_scRNAseq",3388,1351,0.442739079102715,"0","0","Neutrophils"
"86","Blood_Cranio_scRNAseq",3510,1122,0.541310541310541,"0","0","Neutrophils"
"87","Blood_Cranio_scRNAseq",2810,1186,0.177935943060498,"0","0","Neutrophils"
"88","Blood_Cranio_scRNAseq",3750,1286,0.133333333333333,"0","0","Neutrophils"
"89","Blood_Cranio_scRNAseq",3215,1131,0.15552099533437,"0","0","Neutrophils"
"90","Blood_Cranio_scRNAseq",2748,1038,0.509461426491994,"0","0","Neutrophils"
"91","Blood_Cranio_scRNAseq",3773,1523,0.371057513914657,"0","0","Neutrophils"
"92","Blood_Cranio_scRNAseq",2414,1094,0.414250207125104,"0","0","Neutrophils"
"93","Blood_Cranio_scRNAseq",3417,1477,0.146327187591454,"0","0","Neutrophils"
"94","Blood_Cranio_scRNAseq",2595,1158,0,"0","0","Neutrophils"
"95","Blood_Cranio_scRNAseq",2279,940,0.745941202281702,"0","0","Neutrophils"
"96","Blood_Cranio_scRNAseq",4261,1470,0.187749354611594,"0","0","Neutrophils"
"97","Blood_Cranio_scRNAseq",3814,1506,0.70791819611956,"0","0","Neutrophils"
"98","Blood_Cranio_scRNAseq",3758,1391,0.904736562001064,"0","0","Neutrophils"
"99","Blood_Cranio_scRNAseq",3720,1197,0.537634408602151,"0","0","Neutrophils"
"100","Blood_Cranio_scRNAseq",3177,1107,0.503619767075858,"0","0","Neutrophils"
"101","Blood_Cranio_scRNAseq",4019,1274,0.870863398855437,"0","0","Neutrophils"
"102","Blood_Cranio_scRNAseq",3094,1178,0.258564964447317,"0","0","Neutrophils"
"103","Blood_Cranio_scRNAseq",3477,1150,0.431406384814495,"0","0","Neutrophils"
"104","Blood_Cranio_scRNAseq",3881,1203,0.360731770162329,"0","0","Neutrophils"
"105","Blood_Cranio_scRNAseq",3502,1301,0.428326670474015,"0","0","Neutrophils"
"106","Blood_Cranio_scRNAseq",2737,1048,0.182681768359518,"0","0","Neutrophils"
"107","Blood_Cranio_scRNAseq",1235,662,0.323886639676113,"0","0","Neutrophils"
"108","Blood_Cranio_scRNAseq",3540,1337,0.141242937853107,"0","0","Neutrophils"
"109","Blood_Cranio_scRNAseq",2986,1192,0.267916945746818,"0","0","Neutrophils"
"110","Blood_Cranio_scRNAseq",3644,1473,0.631174533479693,"0","0","Neutrophils"
"111","Blood_Cranio_scRNAseq",1484,794,0.0673854447439353,"0","0","Neutrophils"
"112","Blood_Cranio_scRNAseq",3092,1196,0.129366106080207,"0","0","Neutrophils"
"113","Blood_Cranio_scRNAseq",2595,1151,0.23121387283237,"0","0","Neutrophils"
"114","Blood_Cranio_scRNAseq",3727,1358,0.0536624631070566,"0","0","Neutrophils"
"115","Blood_Cranio_scRNAseq",3912,1469,0.178936605316973,"0","0","Neutrophils"
"116","Blood_Cranio_scRNAseq",3520,1369,0.397727272727273,"0","0","Neutrophils"
"117","Blood_Cranio_scRNAseq",3060,1244,1.07843137254902,"0","0","Neutrophils"
"118","Blood_Cranio_scRNAseq",3281,1233,0.518134715025907,"0","0","Neutrophils"
"119","Blood_Cranio_scRNAseq",2475,1040,0.242424242424242,"0","0","Neutrophils"
"120","Blood_Cranio_scRNAseq",2832,1112,0.353107344632768,"0","0","Neutrophils"
"121","Blood_Cranio_scRNAseq",3669,1323,0.190787680566912,"0","0","Neutrophils"
"122","Blood_Cranio_scRNAseq",3750,1466,0.4,"0","0","Neutrophils"
"123","Blood_Cranio_scRNAseq",3204,1240,0.374531835205993,"0","0","Neutrophils"
"124","Blood_Cranio_scRNAseq",2631,919,0.342075256556442,"0","0","Neutrophils"
"125","Blood_Cranio_scRNAseq",3212,1294,0.435865504358655,"0","0","Neutrophils"
"126","Blood_Cranio_scRNAseq",2977,1395,0.436681222707424,"0","0","Neutrophils"
"127","Blood_Cranio_scRNAseq",2936,1238,0.306539509536785,"0","0","Neutrophils"
"128","Blood_Cranio_scRNAseq",4164,1318,0.648414985590778,"0","0","Neutrophils"
"129","Blood_Cranio_scRNAseq",3173,1326,0.283643239836117,"0","0","Neutrophils"
"130","Blood_Cranio_scRNAseq",3767,1330,0.584019113352801,"0","0","Neutrophils"
"131","Blood_Cranio_scRNAseq",4212,1543,0.522317188983856,"0","0","Neutrophils"
"132","Blood_Cranio_scRNAseq",4155,1235,0.192539109506619,"0","0","Neutrophils"
"133","Blood_Cranio_scRNAseq",2900,1300,0.310344827586207,"0","0","Neutrophils"
"134","Blood_Cranio_scRNAseq",2289,1062,0.961118392311053,"0","0","Neutrophils"
"135","Blood_Cranio_scRNAseq",3636,1305,0.247524752475248,"0","0","Neutrophils"
"136","Blood_Cranio_scRNAseq",3367,1348,0.237600237600238,"0","0","Neutrophils"
"137","Blood_Cranio_scRNAseq",3050,1135,0.229508196721311,"0","0","Neutrophils"
"138","Blood_Cranio_scRNAseq",4643,1436,0.172302390695671,"0","0","Neutrophils"
"139","Blood_Cranio_scRNAseq",2602,1129,0.345887778631822,"0","0","Neutrophils"
"140","Blood_Cranio_scRNAseq",2693,1091,0.222799851466766,"0","0","Neutrophils"
"141","Blood_Cranio_scRNAseq",3551,1278,0.985637848493382,"0","0","Neutrophils"
"142","Blood_Cranio_scRNAseq",3854,1346,0.441100155682408,"0","0","Neutrophils"
"143","Blood_Cranio_scRNAseq",2744,1297,1.20262390670554,"0","0","Neutrophils"
"144","Blood_Cranio_scRNAseq",3965,1298,0.554854981084489,"0","0","Neutrophils"
"145","Blood_Cranio_scRNAseq",3465,1317,0.115440115440115,"0","0","Neutrophils"
"146","Blood_Cranio_scRNAseq",3094,1008,0.872656755009696,"0","0","Neutrophils"
"147","Blood_Cranio_scRNAseq",2881,1121,0.381811870878167,"0","0","Neutrophils"
"148","Blood_Cranio_scRNAseq",3014,1191,0.298606502986065,"0","0","Neutrophils"
"149","Blood_Cranio_scRNAseq",3932,1226,0.101729399796541,"0","0","Neutrophils"
"150","Blood_Cranio_scRNAseq",3446,1223,0.4062681369704,"0","0","Neutrophils"
"151","Blood_Cranio_scRNAseq",2698,1114,0.22238695329874,"0","0","Neutrophils"
"152","Blood_Cranio_scRNAseq",2391,1046,0.292764533667921,"0","0","Neutrophils"
"153","Blood_Cranio_scRNAseq",3515,1336,0.568990042674253,"0","0","Neutrophils"
"154","Blood_Cranio_scRNAseq",2743,1175,0.4374772147284,"0","0","Neutrophils"
"155","Blood_Cranio_scRNAseq",3026,1287,0.363516192994052,"0","0","Neutrophils"
"156","Blood_Cranio_scRNAseq",2721,1193,0.220507166482911,"0","0","Neutrophils"
"157","Blood_Cranio_scRNAseq",3070,1237,0.814332247557003,"0","0","Neutrophils"
"158","Blood_Cranio_scRNAseq",2383,1123,0.58749475451112,"0","0","Neutrophils"
"159","Blood_Cranio_scRNAseq",3517,1254,0.341199886266705,"0","0","Neutrophils"
"160","Blood_Cranio_scRNAseq",2103,909,0.523062291963861,"0","0","Neutrophils"
"161","Blood_Cranio_scRNAseq",3458,1246,0.636205899363794,"0","0","Neutrophils"
"162","Blood_Cranio_scRNAseq",13255,3303,4.87363259147492,"0","0","T cells"
"163","Blood_Cranio_scRNAseq",5910,1501,0.50761421319797,"0","0","Neutrophils"
"164","Blood_Cranio_scRNAseq",3197,1259,0.187675946199562,"0","0","Neutrophils"
"165","Blood_Cranio_scRNAseq",3322,1353,0.78266104756171,"0","0","Neutrophils"
