"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100a8",0,3.51440814945686,0.985,0.363,0,"0","S100a8"
"S100a9",0,3.46570828593114,0.982,0.468,0,"0","S100a9"
"Retnlg",0,3.08062242020763,0.915,0.1,0,"0","Retnlg"
"Il1b",0,2.71856469496886,0.972,0.176,0,"0","Il1b"
"Csf3r",0,2.69764072881906,0.977,0.175,0,"0","Csf3r"
"Cxcr2",0,2.5930305240254,0.972,0.081,0,"0","Cxcr2"
"Slpi",0,2.55250018597814,0.943,0.122,0,"0","Slpi"
"Dusp1",0,2.55114740537348,0.977,0.289,0,"0","Dusp1"
"Mmp9",0,2.52489926037583,0.953,0.078,0,"0","Mmp9"
"Msrb1",0,2.46751136730629,0.978,0.297,0,"0","Msrb1"
"S100a11",0,2.43326461699276,0.992,0.674,0,"0","S100a11"
"Ifitm1",0,2.4089242524658,0.802,0.116,0,"0","Ifitm1"
"Hp",0,2.35461097595931,0.949,0.127,0,"0","Hp"
"Hdc",0,2.31493794540792,0.944,0.078,0,"0","Hdc"
"Tnfaip2",0,2.24698850205099,0.94,0.117,0,"0","Tnfaip2"
"Mxd1",0,2.20050816426694,0.95,0.265,0,"0","Mxd1"
"Lcn2",0,2.19529414137912,0.668,0.053,0,"0","Lcn2"
"Fos",0,2.16468918647923,0.95,0.228,0,"0","Fos"
"Lrg1",0,2.12592442248926,0.764,0.054,0,"0","Lrg1"
"Wfdc21",0,2.11532000746871,0.687,0.046,0,"0","Wfdc21"
"Ccl6",0,2.08553577041917,0.911,0.163,0,"0","Ccl6"
"Grina",0,2.06660452658842,0.964,0.333,0,"0","Grina"
"Ifitm2",0,2.0621019454058,0.947,0.174,0,"0","Ifitm2"
"Marcks",0,2.03133841419944,0.923,0.166,0,"0","Marcks"
"Gda",0,2.02682446559015,0.897,0.131,0,"0","Gda"
"Gsr",0,2.02328577508904,0.953,0.226,0,"0","Gsr"
"Cebpd",0,1.9735254914016,0.874,0.106,0,"0","Cebpd"
"Rnf149",0,1.95579944529675,0.948,0.257,0,"0","Rnf149"
"Lst1",0,1.9543426864153,0.933,0.16,0,"0","Lst1"
"S100a6",0,1.92181388533838,0.969,0.496,0,"0","S100a6"
"Nfam1",0,1.91377418615965,0.944,0.187,0,"0","Nfam1"
"Cebpb",0,1.90036066224349,0.971,0.297,0,"0","Cebpb"
"Clec4d",0,1.89929708511584,0.882,0.079,0,"0","Clec4d"
"Txn1",0,1.88743276434555,0.972,0.601,0,"0","Txn1"
"Ccr1",0,1.86380466002943,0.841,0.074,0,"0","Ccr1"
"Jaml",0,1.85266225868299,0.834,0.118,0,"0","Jaml"
"Gcnt2",0,1.85224105047876,0.86,0.095,0,"0","Gcnt2"
"H2-Q10",0,1.8489439879709,0.771,0.129,0,"0","H2-Q10"
"Alox5ap",0,1.84428532384828,0.962,0.167,0,"0","Alox5ap"
"Junb",0,1.83361756221096,0.994,0.774,0,"0","Junb"
"Pla2g7",0,1.80732897899741,0.864,0.105,0,"0","Pla2g7"
"Tpd52",0,1.80567919403653,0.939,0.304,0,"0","Tpd52"
"Pglyrp1",0,1.80258980745159,0.918,0.367,0,"0","Pglyrp1"
"Pygl",0,1.78904697627852,0.87,0.114,0,"0","Pygl"
"Neat1",0,1.7800632348046,0.972,0.62,0,"0","Neat1"
"Taldo1",0,1.77308209668459,0.988,0.621,0,"0","Taldo1"
"Cd300ld",0,1.77079160917096,0.833,0.096,0,"0","Cd300ld"
"Mcemp1",0,1.75444998007108,0.793,0.091,0,"0","Mcemp1"
"Sorl1",0,1.75146780553381,0.978,0.534,0,"0","Sorl1"
"Spi1",0,1.73612069423659,0.956,0.246,0,"0","Spi1"
"Fgl2",0,1.71663049068453,0.903,0.316,0,"0","Fgl2"
"Slc40a1",0,1.69395756896183,0.744,0.042,0,"0","Slc40a1"
"Ncf2",0,1.67876449427836,0.915,0.254,0,"0","Ncf2"
"Cd44",0,1.6729643814514,0.946,0.424,0,"0","Cd44"
"Oasl2",0,1.6635335512658,0.717,0.131,0,"0","Oasl2"
"Hist1h2bc",0,1.66346407171084,0.702,0.09,0,"0","Hist1h2bc"
"Slfn4",0,1.65984403660417,0.646,0.087,0,"0","Slfn4"
"Zfp36",0,1.64397230500889,0.962,0.514,0,"0","Zfp36"
"Cd33",0,1.6337388825675,0.733,0.053,0,"0","Cd33"
"Pilra",0,1.61189826452467,0.791,0.088,0,"0","Pilra"
"Cd300lf",0,1.59798440880113,0.789,0.102,0,"0","Cd300lf"
"Rgs2",0,1.58564672592989,0.882,0.285,0,"0","Rgs2"
"Mmp8",0,1.57858534512815,0.577,0.049,0,"0","Mmp8"
"Tyrobp",0,1.56738198180454,0.981,0.528,0,"0","Tyrobp"
"Adipor1",0,1.54204174508086,0.898,0.39,0,"0","Adipor1"
"Igf1r",0,1.54128987976513,0.753,0.098,0,"0","Igf1r"
"Srgn",0,1.52849920984266,0.995,0.848,0,"0","Srgn"
"C5ar1",0,1.51495523247171,0.729,0.06,0,"0","C5ar1"
"Anxa1",0,1.50323917299816,0.731,0.24,0,"0","Anxa1"
"Fgr",0,1.49315768214176,0.827,0.168,0,"0","Fgr"
"Trim30b",0,1.48420747008996,0.773,0.129,0,"0","Trim30b"
"Slc16a3",0,1.48329483272373,0.702,0.091,0,"0","Slc16a3"
"Pirb",0,1.47957338205254,0.831,0.176,0,"0","Pirb"
"Cdk2ap2",0,1.4723308310549,0.826,0.619,0,"0","Cdk2ap2"
"Tgfbi",0,1.45733064672093,0.808,0.118,0,"0","Tgfbi"
"Tmcc1",0,1.45185813532077,0.836,0.339,0,"0","Tmcc1"
"Myadm",0,1.44546046272044,0.789,0.23,0,"0","Myadm"
"Mcl1",0,1.4441108770063,0.996,0.844,0,"0","Mcl1"
"Rab11fip1",0,1.43440614089139,0.695,0.112,0,"0","Rab11fip1"
"Ftl1",0,1.42299196892117,0.998,0.902,0,"0","Ftl1"
"Gpcpd1",0,1.41570434561176,0.864,0.361,0,"0","Gpcpd1"
"Pbx1",0,1.40738198180981,0.631,0.076,0,"0","Pbx1"
"2310001H17Rik",0,1.40532376386961,0.781,0.241,0,"0","2310001H17Rik"
"Fcgr3",0,1.40330311663002,0.81,0.191,0,"0","Fcgr3"
"Fxyd5",0,1.40278837132051,0.995,0.779,0,"0","Fxyd5"
"Lyst",0,1.40258389081669,0.854,0.348,0,"0","Lyst"
"Ogfrl1",0,1.39701529128365,0.658,0.12,0,"0","Ogfrl1"
"Socs3",0,1.38123088422774,0.654,0.153,0,"0","Socs3"
"Arg2",0,1.37558954527065,0.642,0.043,0,"0","Arg2"
"Il1f9",0,1.37328168799245,0.568,0.029,0,"0","Il1f9"
"Fosl2",0,1.36688611371303,0.707,0.144,0,"0","Fosl2"
"Cpd",0,1.35437040616316,0.627,0.062,0,"0","Cpd"
"Pira2",0,1.35223601127993,0.67,0.097,0,"0","Pira2"
"Litaf",0,1.34615195453824,0.736,0.161,0,"0","Litaf"
"Nudt4",0,1.34597000124117,0.732,0.235,0,"0","Nudt4"
"Adam8",0,1.34099477878957,0.662,0.074,0,"0","Adam8"
"Btg2",0,1.33639614578446,0.935,0.683,0,"0","Btg2"
"Tnfrsf1a",0,1.32914722043772,0.759,0.216,0,"0","Tnfrsf1a"
"Slfn1",0,1.32439472923531,0.788,0.276,0,"0","Slfn1"
"Map1lc3b",0,1.30910516707473,0.953,0.639,0,"0","Map1lc3b"
"Csf2rb",0,1.30753899805891,0.72,0.122,0,"0","Csf2rb"
"Picalm",0,1.30612993491984,0.896,0.509,0,"0","Picalm"
"Il1r2",0,1.30475975023547,0.555,0.037,0,"0","Il1r2"
"Lmnb1",0,1.29869419009108,0.743,0.205,0,"0","Lmnb1"
"Sirpb1b",0,1.28865551579247,0.605,0.071,0,"0","Sirpb1b"
"Lcp1",0,1.28860572654288,0.995,0.848,0,"0","Lcp1"
"Arrdc3",0,1.2810669822919,0.643,0.147,0,"0","Arrdc3"
"Trpm2",0,1.27045155354153,0.592,0.051,0,"0","Trpm2"
"Cd300lb",0,1.26536682878,0.611,0.069,0,"0","Cd300lb"
"Cd300a",0,1.2567241938555,0.727,0.122,0,"0","Cd300a"
"Sbno2",0,1.25152992119591,0.77,0.319,0,"0","Sbno2"
"Igsf6",0,1.24856305869364,0.67,0.107,0,"0","Igsf6"
"Gm5150",0,1.24437277313526,0.572,0.063,0,"0","Gm5150"
"Trem3",0,1.2370531534188,0.592,0.058,0,"0","Trem3"
"Cyp4f18",0,1.23429212305965,0.772,0.234,0,"0","Cyp4f18"
"Zyx",0,1.23420385794533,0.934,0.551,0,"0","Zyx"
"Emilin2",0,1.22979629070993,0.733,0.144,0,"0","Emilin2"
"Nlrp12",0,1.22790006838721,0.547,0.027,0,"0","Nlrp12"
"Dhrs7",0,1.21625171629662,0.681,0.255,0,"0","Dhrs7"
"Mrpl33",0,1.2141398247518,0.918,0.604,0,"0","Mrpl33"
"Kdm6b",0,1.21366414418,0.785,0.301,0,"0","Kdm6b"
"2810474O19Rik",0,1.20913563364042,0.857,0.573,0,"0","2810474O19Rik"
"Iqgap1",0,1.20072669112944,0.987,0.855,0,"0","Iqgap1"
"Snap23",0,1.16328435265209,0.675,0.202,0,"0","Snap23"
"Lsp1",0,1.15957767018688,0.989,0.826,0,"0","Lsp1"
"Pgd",0,1.15716657483634,0.702,0.26,0,"0","Pgd"
"Dennd4a",0,1.1520550274178,0.893,0.544,0,"0","Dennd4a"
"Hmgb2",0,1.15196360017948,0.95,0.676,0,"0","Hmgb2"
"Prdx5",0,1.14820071490734,0.887,0.51,0,"0","Prdx5"
"Rassf3",0,1.13685581136012,0.738,0.314,0,"0","Rassf3"
"Stk17b",0,1.13009239820051,0.984,0.823,0,"0","Stk17b"
"Ndel1",0,1.11373504892968,0.684,0.286,0,"0","Ndel1"
"Anxa2",0,1.11016335102427,0.937,0.468,0,"0","Anxa2"
"Pxn",0,1.0976860065648,0.714,0.29,0,"0","Pxn"
"Selplg",0,1.06293260439054,0.973,0.716,0,"0","Selplg"
"Atp6v1g1",0,1.05772470435419,0.831,0.546,0,"0","Atp6v1g1"
"Atg3",0,1.05300076505503,0.697,0.352,0,"0","Atg3"
"Ifitm3",0,1.0494104697111,0.873,0.177,0,"0","Ifitm3"
"Gabarap",0,1.04169190291415,0.941,0.734,0,"0","Gabarap"
"Ssh2",0,1.01555473527364,0.896,0.648,0,"0","Ssh2"
"Gmfg",0,1.01266944474046,0.958,0.769,0,"0","Gmfg"
"Fam32a",0,1.00468320362224,0.742,0.47,0,"0","Fam32a"
"Gpsm3",0,0.972526245465288,0.864,0.624,0,"0","Gpsm3"
"Gnai2",0,0.928609803146903,0.976,0.879,0,"0","Gnai2"
"Tmsb4x",0,0.717309037484395,0.999,0.997,0,"0","Tmsb4x"
"Fth1",0,0.659792473523088,0.995,0.946,0,"0","Fth1"
"Rps25",0,-0.860216367228186,0.844,0.941,0,"0","Rps25"
"Rpl41",0,-0.904407010683621,0.973,0.966,0,"0","Rpl41"
"Rps27",0,-0.962345121859453,0.995,0.98,0,"0","Rps27"
"Rpl17",0,-0.988540438763657,0.944,0.966,0,"0","Rpl17"
"Rpl27",0,-1.01380855427952,0.559,0.905,0,"0","Rpl27"
"Snrpg",0,-1.03545667477704,0.111,0.755,0,"0","Snrpg"
"Selenow",0,-1.06861113009814,0.055,0.719,0,"0","Selenow"
"Eef2",0,-1.07703714626697,0.523,0.918,0,"0","Eef2"
"Snrpf",0,-1.10352775460541,0.046,0.705,0,"0","Snrpf"
"Rpl29",0,-1.1067055612389,0.53,0.903,0,"0","Rpl29"
"Rpl9",0,-1.12284954871277,0.884,0.958,0,"0","Rpl9"
"Rpl24",0,-1.16352632223463,0.664,0.938,0,"0","Rpl24"
"Hspe1",0,-1.17061977453106,0.088,0.739,0,"0","Hspe1"
"Ifi203",0,-1.17538147312791,0.072,0.725,0,"0","Ifi203"
"Mbnl1",0,-1.18144682178041,0.325,0.899,0,"0","Mbnl1"
"Eef1g",0,-1.19367031486513,0.226,0.845,0,"0","Eef1g"
"Tpt1",0,-1.19816865074292,0.988,0.991,0,"0","Tpt1"
"Rpl18a",0,-1.20602661409577,0.926,0.967,0,"0","Rpl18a"
"Gimap1",0,-1.21434838717007,0.046,0.696,0,"0","Gimap1"
"Rpl31",0,-1.22692190952519,0.318,0.889,0,"0","Rpl31"
"Rpl7a",0,-1.23333128925123,0.453,0.908,0,"0","Rpl7a"
"Rpl13a",0,-1.23844112820337,0.202,0.844,0,"0","Rpl13a"
"mt-Nd5",0,-1.24178611026697,0.134,0.824,0,"0","mt-Nd5"
"Gimap6",0,-1.24384558321391,0.106,0.757,0,"0","Gimap6"
"Rps10",0,-1.24555538266173,0.91,0.965,0,"0","Rps10"
"Ablim1",0,-1.26108190191171,0.09,0.752,0,"0","Ablim1"
"Rpl30",0,-1.26386462660913,0.904,0.968,0,"0","Rpl30"
"Rpl36al",0,-1.28486580137059,0.103,0.808,0,"0","Rpl36al"
"Gm26917",0,-1.2988461169759,0.042,0.677,0,"0","Gm26917"
"Rps12",0,-1.30181844377697,0.874,0.96,0,"0","Rps12"
"Rpl27a",0,-1.30745228769108,0.914,0.968,0,"0","Rpl27a"
"Rpl34",0,-1.32171990498584,0.84,0.955,0,"0","Rpl34"
"Rps16",0,-1.32872005144992,0.927,0.97,0,"0","Rps16"
"Rpl7",0,-1.34191183322841,0.701,0.954,0,"0","Rpl7"
"Rplp2",0,-1.3433802874915,0.89,0.967,0,"0","Rplp2"
"Rpl22l1",0,-1.3504856796339,0.169,0.817,0,"0","Rpl22l1"
"Rpl23a",0,-1.35723256559747,0.577,0.943,0,"0","Rpl23a"
"Rps14",0,-1.37707051992858,0.891,0.971,0,"0","Rps14"
"Rpl37a",0,-1.38675948080917,0.929,0.97,0,"0","Rpl37a"
"Rps13",0,-1.38988397676177,0.826,0.967,0,"0","Rps13"
"Rps3",0,-1.38996806035446,0.785,0.955,0,"0","Rps3"
"Rpl28",0,-1.40271791487151,0.713,0.953,0,"0","Rpl28"
"Rpl35a",0,-1.40308234690125,0.846,0.966,0,"0","Rpl35a"
"Rpl11",0,-1.40688615178146,0.707,0.953,0,"0","Rpl11"
"Rpl18",0,-1.42589849739808,0.731,0.953,0,"0","Rpl18"
"Rps21",0,-1.43519108931799,0.889,0.964,0,"0","Rps21"
"Rps6",0,-1.44016136369202,0.609,0.948,0,"0","Rps6"
"Rpl23",0,-1.45457523151826,0.888,0.979,0,"0","Rpl23"
"Rpl38",0,-1.46081666455865,0.807,0.956,0,"0","Rpl38"
"Rpl10",0,-1.46340435033144,0.573,0.923,0,"0","Rpl10"
"Rpl26",0,-1.47048234307667,0.715,0.952,0,"0","Rpl26"
"Rps29",0,-1.4711135650106,0.965,0.981,0,"0","Rps29"
"Rps26",0,-1.4759498760073,0.611,0.941,0,"0","Rps26"
"mt-Co1",0,-1.48207696541079,0.914,0.985,0,"0","mt-Co1"
"Ptma",0,-1.50398591802451,0.424,0.945,0,"0","Ptma"
"Npm1",0,-1.50456995713922,0.139,0.843,0,"0","Npm1"
"Rpl21",0,-1.50594358769703,0.704,0.958,0,"0","Rpl21"
"Rpl8",0,-1.52130103034125,0.709,0.956,0,"0","Rpl8"
"Hsp90ab1",0,-1.53128732297594,0.418,0.937,0,"0","Hsp90ab1"
"Rps17",0,-1.53828809375391,0.314,0.908,0,"0","Rps17"
"Rps23",0,-1.53970483205588,0.831,0.966,0,"0","Rps23"
"Ptprcap",0,-1.53991661926691,0.075,0.779,0,"0","Ptprcap"
"Rpl22",0,-1.54572396794173,0.489,0.936,0,"0","Rpl22"
"Rps15",0,-1.55039131818037,0.66,0.958,0,"0","Rps15"
"mt-Nd3",0,-1.55467435458937,0.125,0.875,0,"0","mt-Nd3"
"Rpl39",0,-1.55968517984969,0.829,0.961,0,"0","Rpl39"
"Ets1",0,-1.56446410733765,0.174,0.843,0,"0","Ets1"
"Rps3a1",0,-1.58573453398073,0.78,0.97,0,"0","Rps3a1"
"Rplp0",0,-1.60290960132191,0.664,0.956,0,"0","Rplp0"
"Rps11",0,-1.60446733682655,0.725,0.96,0,"0","Rps11"
"Rack1",0,-1.61554783342553,0.532,0.951,0,"0","Rack1"
"Rpl5",0,-1.62946450067366,0.555,0.948,0,"0","Rpl5"
"Rpl15",0,-1.63307829902055,0.428,0.937,0,"0","Rpl15"
"Rpl6",0,-1.63422300797593,0.576,0.957,0,"0","Rpl6"
"Rpl4",0,-1.63492286959212,0.284,0.916,0,"0","Rpl4"
"mt-Nd4",0,-1.65249991367474,0.518,0.955,0,"0","mt-Nd4"
"Rpl14",0,-1.6603914356105,0.357,0.928,0,"0","Rpl14"
"Ppia",0,-1.66740157227195,0.343,0.939,0,"0","Ppia"
"Rpl19",0,-1.68846920072868,0.772,0.971,0,"0","Rpl19"
"Rps7",0,-1.69032669046042,0.686,0.955,0,"0","Rps7"
"Eef1a1",0,-1.69898077895967,0.804,0.978,0,"0","Eef1a1"
"Rps2",0,-1.70221535999558,0.498,0.94,0,"0","Rps2"
"S100a10",0,-1.71994718101065,0.092,0.806,0,"0","S100a10"
"Rpl35",0,-1.72588686497708,0.336,0.906,0,"0","Rpl35"
"Rplp1",0,-1.73866571208031,0.874,0.978,0,"0","Rplp1"
"Rps8",0,-1.7397319995771,0.787,0.972,0,"0","Rps8"
"Rpl36a",0,-1.74331508045196,0.324,0.91,0,"0","Rpl36a"
"Rpl36",0,-1.78153721239494,0.554,0.945,0,"0","Rpl36"
"Rps28",0,-1.78547030073361,0.596,0.949,0,"0","Rps28"
"mt-Co2",0,-1.80329979919343,0.79,0.982,0,"0","mt-Co2"
"Rps5",0,-1.81246922737973,0.586,0.954,0,"0","Rps5"
"Rpl13",0,-1.85105965595202,0.78,0.979,0,"0","Rpl13"
"Rps24",0,-1.90159901522231,0.884,0.987,0,"0","Rps24"
"Crip1",0,-1.91860366310247,0.172,0.847,0,"0","Crip1"
"Rps4x",0,-1.92602144381159,0.535,0.963,0,"0","Rps4x"
"mt-Co3",0,-1.9356015558233,0.818,0.987,0,"0","mt-Co3"
"Rps15a",0,-1.93896266465276,0.656,0.964,0,"0","Rps15a"
"mt-Cytb",0,-1.93920032519208,0.497,0.961,0,"0","mt-Cytb"
"mt-Nd1",0,-1.96769267671346,0.249,0.939,0,"0","mt-Nd1"
"Rpl3",0,-1.96903948223427,0.286,0.935,0,"0","Rpl3"
"Rpl10a",0,-1.99400227263488,0.244,0.93,0,"0","Rpl10a"
"mt-Nd2",0,-2.02458608038204,0.302,0.951,0,"0","mt-Nd2"
"mt-Atp6",0,-2.03772240755261,0.793,0.988,0,"0","mt-Atp6"
"Rpl32",0,-2.04389105246018,0.55,0.96,0,"0","Rpl32"
"Rpsa",0,-2.05054183821948,0.566,0.973,0,"0","Rpsa"
"Rps18",0,-2.07162625281785,0.46,0.952,0,"0","Rps18"
"Rps19",0,-2.0991477252439,0.52,0.965,0,"0","Rps19"
"Rpl12",0,-2.13480894261585,0.391,0.948,0,"0","Rpl12"
"Rps20",0,-2.13651924013335,0.507,0.964,0,"0","Rps20"
"Tmsb10",0,-2.21025990220698,0.346,0.949,0,"0","Tmsb10"
"Mndal",1.48219693752374e-323,-1.12262040225758,0.113,0.744,2.43569422743276e-319,"0","Mndal"
"Lilr4b",1.03753785626662e-322,1.22904041791743,0.627,0.079,1.70498595920293e-318,"0","Lilr4b"
"Clec4e",1.23516411460312e-322,1.27874502684813,0.628,0.082,2.0297451895273e-318,"0","Clec4e"
"Siglece",2.30234590962021e-321,1.10498443640021,0.531,0.041,3.78344503327889e-317,"0","Siglece"
"Rasgrp4",1.5212281235452e-320,1.17892968633642,0.606,0.106,2.49983417542182e-316,"0","Rasgrp4"
"Pkm",7.03203633725846e-320,0.941162088696144,0.879,0.629,1.15557453130168e-315,"0","Pkm"
"Atp5g2",8.72272897732721e-320,-1.01766169021519,0.138,0.767,1.43340605284418e-315,"0","Atp5g2"
"Eif3e",1.46470701366096e-319,-1.00324437879505,0.085,0.707,2.40695303554905e-315,"0","Eif3e"
"Ets2",9.87108575795602e-319,1.24146557520103,0.6,0.118,1.62211552260491e-314,"0","Ets2"
"Wfdc17",1.15195851918699e-317,2.21713698498705,0.682,0.152,1.89301343457998e-313,"0","Wfdc17"
"Trem1",1.68599012325163e-317,1.165116660004,0.53,0.037,2.7705875695394e-313,"0","Trem1"
"Serbp1",2.60518442054792e-315,-1.09479092252724,0.264,0.853,4.2810995582864e-311,"0","Serbp1"
"Naca",2.96296396902978e-314,-1.10946342555079,0.408,0.893,4.86903869030664e-310,"0","Naca"
"Nadk",4.49863149353146e-313,1.13665291173725,0.761,0.308,7.39260113332025e-309,"0","Nadk"
"Fbxl5",7.59587182211706e-312,1.26106008509519,0.672,0.225,1.2482296165285e-307,"0","Fbxl5"
"Ccpg1",1.60602286524454e-308,1.10034436970496,0.599,0.16,2.63917737445636e-304,"0","Ccpg1"
"Eef1b2",4.59716701038812e-307,-1.17913922815521,0.51,0.903,7.5545245481708e-303,"0","Eef1b2"
"Set",6.01788593703426e-307,-1.01587720439638,0.177,0.792,9.88919196032841e-303,"0","Set"
"Krtcap2",1.50907998263153e-306,-0.947608299885009,0.046,0.639,2.4798711354584e-302,"0","Krtcap2"
"Gm34084",1.6144148620623e-306,1.1442938277813,0.51,0.051,2.65296794282699e-302,"0","Gm34084"
"Svil",1.1436307909161e-304,1.05736691833935,0.641,0.239,1.87932847871242e-300,"0","Svil"
"March7",2.67094200402928e-303,0.968919231107084,0.761,0.493,4.38915899522132e-299,"0","March7"
"Gm42418",2.9740133751118e-303,-0.805111301039555,1,0.999,4.88719617932122e-299,"0","Gm42418"
"Ppp1r2",3.61105607590134e-303,0.986301857398955,0.619,0.292,5.93404844952867e-299,"0","Ppp1r2"
"Fes",5.67742970072106e-301,1.11388664907332,0.641,0.168,9.32972022719493e-297,"0","Fes"
"Dmxl2",1.17374949904043e-300,1.17382738021846,0.51,0.042,1.92882255177314e-296,"0","Dmxl2"
"Gimap3",2.76304381460764e-300,-1.14410568040269,0.091,0.695,4.54050990054473e-296,"0","Gimap3"
"H2-Q7",3.18288670087894e-300,-1.31742227045938,0.241,0.823,5.23043771555437e-296,"0","H2-Q7"
"Jund",2.6188677325583e-298,0.889042053427081,0.968,0.852,4.30358534491306e-294,"0","Jund"
"Pi16",7.50856610472134e-298,1.11857475173864,0.561,0.073,1.23388266798886e-293,"0","Pi16"
"Hint1",1.10561544098205e-297,-0.994975483337383,0.135,0.742,1.8168578541658e-293,"0","Hint1"
"Gsn",1.6155896084456e-295,1.20445076983186,0.627,0.163,2.65489840355866e-291,"0","Gsn"
"Lpcat2",1.69655351758091e-294,1.07936406092096,0.535,0.071,2.78794639544071e-290,"0","Lpcat2"
"Bst1",3.63502133747093e-293,1.11424863411126,0.505,0.046,5.97343056386598e-289,"0","Bst1"
"Entpd1",2.12146159211958e-292,1.1238521762329,0.587,0.139,3.48619783433011e-288,"0","Entpd1"
"Arpc1b",3.09454252855818e-292,0.796466711526475,0.984,0.855,5.08526173717965e-288,"0","Arpc1b"
"Btg1",4.00126921274702e-291,0.798012226790162,0.994,0.944,6.57528569730717e-287,"0","Btg1"
"Cd52",1.53575755251418e-289,0.701534261741394,0.996,0.949,2.52371038604655e-285,"0","Cd52"
"Snrpe",4.19349558317499e-289,-0.897815994970308,0.152,0.752,6.89117129183145e-285,"0","Snrpe"
"Dock10",1.91602705078564e-288,-0.933802586314725,0.077,0.664,3.14860725255603e-284,"0","Dock10"
"Eef1d",9.57671359378961e-288,-0.910374621745999,0.146,0.744,1.57374134486745e-283,"0","Eef1d"
"Hspa8",1.09926651180922e-287,-0.864785326699094,0.754,0.952,1.80642465885608e-283,"0","Hspa8"
"Ubb",3.73885975145881e-287,0.688835141875662,0.992,0.939,6.14406822957226e-283,"0","Ubb"
"Nlrp3",5.90256791460592e-287,1.14652925701129,0.526,0.059,9.69968985407191e-283,"0","Nlrp3"
"Dad1",1.67981466827844e-285,-0.903520232874228,0.127,0.723,2.76043944438196e-281,"0","Dad1"
"AC110211.1",3.14808588933573e-285,1.03420016201927,0.461,0.024,5.1732495419454e-281,"0","AC110211.1"
"mt-Nd4l",1.95798120647167e-284,-0.909930401479624,0.067,0.646,3.2175505165949e-280,"0","mt-Nd4l"
"Adgre5",1.52393753008764e-282,0.925639246020425,0.949,0.74,2.50428654319302e-278,"0","Adgre5"
"AB124611",1.11574645213675e-281,0.903532969535365,0.694,0.407,1.83350614479633e-277,"0","AB124611"
"Emb",1.32605127463377e-281,1.06371764627519,0.872,0.416,2.17910005960568e-277,"0","Emb"
"Ankrd33b",2.42852994036934e-281,1.04758956397661,0.483,0.043,3.99080325100893e-277,"0","Ankrd33b"
"Sirpa",5.35371064299129e-281,1.13565247095331,0.652,0.128,8.79775269962758e-277,"0","Sirpa"
"Skap2",7.25325668947386e-281,1.0434786091809,0.654,0.226,1.19192767178124e-276,"0","Skap2"
"Klhl2",5.50799241835737e-280,0.966557973130088,0.489,0.15,9.05128394108667e-276,"0","Klhl2"
"Il2rg",6.666323685665e-280,-0.932943159381359,0.07,0.645,1.09547697126533e-275,"0","Il2rg"
"Tubb5",1.64891889639102e-279,-1.0632014369332,0.098,0.681,2.70966842243936e-275,"0","Tubb5"
"Ptafr",1.92844792577351e-277,1.07616040587525,0.512,0.067,3.1690184764236e-273,"0","Ptafr"
"Rpl37",2.26994480809685e-276,-0.563109910238091,0.977,0.956,3.73020030314555e-272,"0","Rpl37"
"Eif3h",3.88049952931043e-276,-0.930232126771944,0.16,0.747,6.37682487651584e-272,"0","Eif3h"
"Kif23",2.17900542410635e-275,1.13812101233505,0.515,0.078,3.58075961343397e-271,"0","Kif23"
"Sdcbp",2.2072987814251e-275,0.927325012536645,0.799,0.532,3.62725408751588e-271,"0","Sdcbp"
"Prdx1",8.64892377388419e-275,-1.03297052864798,0.056,0.618,1.42127764376239e-270,"0","Prdx1"
"Abtb1",1.02931617639299e-274,1.03019491063199,0.571,0.149,1.69147527266659e-270,"0","Abtb1"
"H2-D1",1.84592207535387e-272,0.654395175599744,0.998,0.976,3.03340374642902e-268,"0","H2-D1"
"Dhrs9",2.86444490054243e-270,0.976843426413538,0.409,0.02,4.70714230506138e-266,"0","Dhrs9"
"Padi4",4.36181864682427e-269,1.06721057046265,0.475,0.052,7.16777658232632e-265,"0","Padi4"
"Ms4a4b",8.35163854732888e-269,-1.71512732369748,0.099,0.648,1.37242476248255e-264,"0","Ms4a4b"
"Kctd12",1.71436334431968e-267,1.1212068332225,0.651,0.266,2.81721328372054e-263,"0","Kctd12"
"Slc15a3",3.86721010515138e-266,1.06255074811567,0.503,0.078,6.35498636579527e-262,"0","Slc15a3"
"Nsa2",1.77933274977802e-265,-0.940222587860875,0.15,0.727,2.92397750771021e-261,"0","Nsa2"
"Slc6a6",3.42510613020107e-265,0.959739935939478,0.65,0.312,5.62847690375941e-261,"0","Slc6a6"
"Cd48",3.81813044374935e-262,-0.968860753514089,0.056,0.602,6.27433375821331e-258,"0","Cd48"
"R3hdm4",1.64173502441411e-261,0.898636677881638,0.591,0.343,2.69786316561971e-257,"0","R3hdm4"
"Chil1",5.34774907041415e-261,1.14161566308761,0.422,0.021,8.78795604741158e-257,"0","Chil1"
"Cd2",5.76343625761026e-261,-0.998581605198575,0.064,0.613,9.47105480213094e-257,"0","Cd2"
"Pbxip1",1.44062664902749e-260,0.91664713430144,0.79,0.556,2.36738177234688e-256,"0","Pbxip1"
"Pfkfb4",4.55271058100824e-259,0.984253805780795,0.488,0.085,7.48146929777084e-255,"0","Pfkfb4"
"Gimap4",1.1966806238856e-258,-1.18682244266831,0.137,0.701,1.9665052692312e-254,"0","Gimap4"
